,date,title,URL
65,"March 23, 2020",Your impact in 2019,https://www.natureandculture.org/2019-impact/
66,"February 21, 2020",Conservation area nearly doubled in northern Peru,https://www.natureandculture.org/huaricancha/
67,"February 7, 2020",New Study on Monte Mojino Reserve,https://www.natureandculture.org/remm-study/
68,"January 2, 2020","The first Regional Conservation Area in Huánuco, Peru",https://www.natureandculture.org/carpish/
69,"December 20, 2019",Reflections on 2019,https://www.natureandculture.org/2019-reflections/
70,"November 13, 2019",Nature is Calling: 2019 Fall Newsletter,https://www.natureandculture.org/fall-newsletter-2019/
71,"October 28, 2019",Securing Clean Water for 46 Communities,https://www.natureandculture.org/paramo-de-vida/
72,"October 14, 2019",III Congress of Protected Areas of Latin America and the Caribbean,https://www.natureandculture.org/lima-pa-conference/
73,"October 3, 2019","The First Regional Conservation Area in Cajamarca, Peru",https://www.natureandculture.org/chauperca/
74,"July 11, 2019","PBS, 20 Million & More!",https://www.natureandculture.org/2019-mid-year/
75,"May 29, 2019",2018 Impact Report,https://www.natureandculture.org/impact-report-2018/
76,"May 10, 2019",We did it! 20 MILLION acres   for the planet.,https://www.natureandculture.org/20-million-acres/
77,"May 9, 2019",Autonomous Indigenous Government Protects Three Million Acres in Bolivia’s Chaco,https://www.natureandculture.org/nembi-guasu/
78,"January 25, 2019",Huamboya Municipal Conservation Area Protects Critical Ecosystems in Central Ecuador,https://www.natureandculture.org/huamboya/
79,"January 4, 2019",Zamora Chinchipe Provincial Reserve Protects Nearly 1.1 Million Acres in Southern Ecuador,https://www.natureandculture.org/zamora-chinchipe/
80,"December 27, 2018",2 weeks. 2 countries. 3 NEW protected areas.,https://www.natureandculture.org/dec-2018-protected-areas/
81,"December 17, 2018","Boshumi Regional Conservation Area Protects Nearly 500,000 Acres of Critical Habitat in North-Central Peru",https://www.natureandculture.org/boshumi/
82,"November 5, 2018",Volcán Azufral Natural Park: Protecting Colombia’s Páramos,https://www.natureandculture.org/volcan-azufral/
83,"October 24, 2018",Nature is Calling: 2018 Fall Newsletter,https://www.natureandculture.org/2018-fall-newsletter/
84,"October 1, 2018",New hummingbird species discovered in Ecuador,https://www.natureandculture.org/blue-throated-hillstar/
85,"August 28, 2018",Cujillo Private Conservation Area: Protecting Peru’s Incredible Dry Forest,https://www.natureandculture.org/cujillo/
86,"June 22, 2018",Peru Declares New Conservation Area Protecting Almost 200 Species Found Nowhere Else on the Planet,https://www.natureandculture.org/maranon-dry-forests/
87,"June 15, 2018","Colombia Declares New Natural Park Protecting Water for 116,000 People",https://www.natureandculture.org/paramo-ovejas-tauso-park/
88,"April 30, 2018","Sip a beer, save a bear…Join us on May 12 at Beer for Bears!",https://www.natureandculture.org/beerforbears/
89,"April 9, 2018",Announcing Matt Clark as new President and CEO of Nature and Culture International,https://www.natureandculture.org/matt-clark-president-ceo/
90,"April 3, 2018","Nature is calling, our spring newsletter is here!",https://www.natureandculture.org/springnewsletter2018/
91,"February 1, 2018",Milestone National Park: A Critical Span In  Ecuador’s 100-Mile Bridge of Protected Mountaintop Ecosystems,https://www.natureandculture.org/ecuador-declares-rio-negro-sopladora-national-park/
92,"July 27, 2017",Protecting the Watershed of the Amazon Rainforest,https://www.natureandculture.org/protecting-watershed-amazon-rainforest/
93,"July 20, 2017","Nature is Calling, Summer 2017",https://www.natureandculture.org/nature-calling-summer-2017/
94,"April 24, 2017","Nature and Culture International Announces Appointment of Leading Conservationist, Jose Alvarez, in Peru",https://www.natureandculture.org/nature-and-culture-international-announces-appointment-of-leading-biologist-jose-alvarez-in-peru/
95,"March 13, 2017",Nature & Culture International Helps Ecuador with Establishment of A 6.3-million-acre Conservation Corridor in Amazon Rainforest,https://www.natureandculture.org/nature-culture-international-helps-ecuador-establish-a-6-3-million-acre-conservation-corridor-in-amazon-rainforest/
96,"March 2, 2017",Striking the Balance: Nature & Economic Development in Bolivia,https://www.natureandculture.org/striking-the-balance-nature-economic-development-in-bolivia/
97,"December 28, 2016","NCI Celebrates 20th Anniversary in Quito, Ecuador",https://www.natureandculture.org/nci-celebrates-20th-anniversary-in-quito-ecuador/
98,"December 19, 2016",Colombia Creates a New Protected Area!,https://www.natureandculture.org/colombia-creates-a-new-protected-area/
99,"September 26, 2016","The San Diego Union Tribune Interviews NCI Founder Ivan Gayler on Saving the planet, one forest at a time.",https://www.natureandculture.org/the-san-diego-union-tribune-interviews-nci-founder-ivan-gayler-on-saving-the-planet-one-forest-at-a-time/
100,"June 10, 2016","66,000 Acre Reserve Declared in Northern Peru",https://www.natureandculture.org/66000-acre-reserve-declared-in-northern-peru/
101,"May 25, 2016",A Milestone for the Protection of Peru’s Birding Hotspot,https://www.natureandculture.org/a-milestone-for-the-protection-of-perus-birding-hotspot/
102,"May 10, 2016",Sustainable Livelihoods Series: Achiote Harvest in Ecuador,https://www.natureandculture.org/achiote-harvest-in-ecuador/
103,"April 19, 2016",NCI Announced as 2016 Classy Awards Finalist,https://www.natureandculture.org/nci-announced-as-2016-classy-awards-finalist/
104,"April 18, 2016",Update from Director of NCI-Ecuador,https://www.natureandculture.org/update-from-director-of-nci-ecuador/
105,"April 13, 2016",NCI Commemorates Expanded Partnership with Mexico’s National Park Service,https://www.natureandculture.org/nci-commemorates-expanded-partnership-in-mexico/
106,"April 12, 2016",Jaguar Sighting Near NCI’s Monte Mojino Reserve in Mexico,https://www.natureandculture.org/jaguar-sighting-near-nci-mexico/
107,"March 1, 2016",Nature and Culture International Names New Chairman of the Board,https://www.natureandculture.org/nature-and-culture-international-names-new-chairman/
108,"February 25, 2016","23,000 Acre Reserve Declared in the Andes of Ecuador",https://www.natureandculture.org/el-pan-municipal-reserve-declared/
109,"January 19, 2016","In 2015: 190,000 acres of Amazon rainforest safeguarded in Peru",https://www.natureandculture.org/190000-acres-of-amazon-rainforest-safeguarded-in-peru/
110,"January 19, 2016","In 2015: Nearly 450,000 acres of watershed forests protected in Bolivia and Ecuador",https://www.natureandculture.org/450000-acres-of-watershed-forests-protected/
111,"January 19, 2016","In 2015: Four new reserves declared in Colombia preserving over 170,000 acres",https://www.natureandculture.org/four-new-reserves-declared-in-colombia/
112,"December 14, 2015","Celebrating Monte Alegre: 50,000 acres protected in the Amazon rainforest of Peru",https://www.natureandculture.org/declaration-of-monte-alegre/
113,"November 20, 2015",Paving the Way for Protection of Peru’s Virrilá Estuary,https://www.natureandculture.org/paving-the-way-for-protection-of-perus-virrila-estuary/
114,"October 2, 2015","93,000 Acres of Amazon Rainforest Protected in Peru with the Indigenous Awajun",https://www.natureandculture.org/tijae-nain-declared-in-peru/
115,"September 21, 2015",New Reserve in Ecuador Protects Key Andean Ecosystems Along with Local Water Supply,https://www.natureandculture.org/new-reserve-in-ecuador-protects-key-andean-ecosystems-along-with-local-water-supply/
116,"September 21, 2015",NCI Assists in Colombia’s Declaration of Two New Cloud Forest Reserves,https://www.natureandculture.org/nci-assists-in-colombias-declaration-of-two-new-cloud-forest-reserves/
117,"September 21, 2015",Making Great Strides in Protecting Ecuador’s Amazon Rainforest through SocioBosque,https://www.natureandculture.org/making-great-strides-in-protecting-ecuadors-amazon-rainforest/
118,"July 15, 2015",Mongabay.com Interviews NCI President Byron Swift on Scaling Bottom-Up Conservation in Latin America,https://www.natureandculture.org/mongabay-interview-with-byron-swift/
119,"June 18, 2015","Celebrating the National Declaration of Peru’s 977,600 Acre Maijuna-Kichwa Reserve After 8 Years of NCI’s Support",https://www.natureandculture.org/maijuna-kichwa-reserve-declared/
120,"June 18, 2015","An Interview with Romero Ríos, President of the Indigenous Maijuna Federation",https://www.natureandculture.org/interview-with-romero-rios/
121,"June 17, 2015",NCI-Peru Press Release: Celebrating the Declaration of the Maijuna-Kichwa Reserve in Peru’s Amazon,https://www.natureandculture.org/nci-peru-press-release-maijuna-kichwa-reserve/
122,"May 21, 2015","Key Water Sources and Archeological Sites Preserved by New Protected Area in Chachapoyas, Peru",https://www.natureandculture.org/new-protected-area-in-chachapoyas-peru/
123,"April 14, 2015",Rainforest Conservation in Ecuador through the Eyes of an Indigenous Achuar,https://www.natureandculture.org/rainforest-conservation-in-ecuador-through-the-eyes-of-an-indigenous-achuar/
124,"April 14, 2015",New Beginnings: NCI Expands to Protect Colombia’s Biodiversity,https://www.natureandculture.org/new-beginnings-nci-expands-to-protect-colombias-biodiversity/
125,"April 14, 2015","New Protected Area Declared to Conserve Key Ecosystems in Piura, Peru",https://www.natureandculture.org/new-protected-area-declared-to-conserve-key-ecosystems-in-piura-peru/
126,"March 4, 2015",Renowned biologist E.O. Wilson joins Nature and Culture’s Board of Directors,https://www.natureandculture.org/e-o-wilson-joins-board-of-directors/
127,"February 25, 2015",NCI Signs the United Nations’ New York Declaration on Forests,https://www.natureandculture.org/nci-joins-the-united-nations-new-york-declaration-on-forests/
128,"December 12, 2014","Indigenous Shuar and Kichwa Communities Protect Over 100,000 Acres of Amazon Rainforest in Ecuador",https://www.natureandculture.org/nci-helping-indigenous-communities-protect-amazon-rainforest-in-ecuador/
129,"October 20, 2014",Disney Supports NCI’s Work in Mexico with a Grant for Jaguar Conservation,https://www.natureandculture.org/disney-supports-ncis-work-in-mexico-with-a-grant-for-jaguar-conservation/
130,"October 20, 2014","Protection of Key Watershed Underway in Peru, Totaling 1,617,000 Acres of Rainforest",https://www.natureandculture.org/key-watershed-protected-in-amazonas-peru-totals-1617000-acres-of-rainforest/
131,"September 16, 2014",Peruvian Candidates for Regional President Support Environmental and Social Principles,https://www.natureandculture.org/peruvian-candidates-for-regional-president-support-environmental-and-social-principles/
132,"August 13, 2014",Opportunities for Expansion in Colombia,https://www.natureandculture.org/opportunities-for-expansion-in-colombia/
133,"July 18, 2014","Interview with Lydia Lozano, Project Coordinator for NCI-Mexico",https://www.natureandculture.org/interview-with-lydia-lozano-from-nci-mexico/
134,"June 13, 2014",NCI’s Work Supports Creation of Ecuador’s 6th UNESCO Biosphere Reserve,https://www.natureandculture.org/ncis-work-supports-creation-of-ecuadors-6th-unesco-biosphere-reserve/
135,"June 12, 2014","NCI Helps Create Two New Reserves Spanning 70,000 Acres in Ecuador",https://www.natureandculture.org/nci-helps-create-two-new-reserves-spanning-70000-acres-in-ecuador/
136,"June 10, 2014",UNDP’s Equator Prize Recognizes Sustainable Development Project,https://www.natureandculture.org/equator-prize/
137,"May 15, 2014",NCI Helps Indigenous Awajun Protect Rainforest,https://www.natureandculture.org/nci-helps-indigenous-awajun-protect-ancestral-rainforest/
138,"March 1, 2014",Five Cat Species Found in Monte Mojino Reserve,https://www.natureandculture.org/five-cat-species-found-on-alamos-reserve/
139,"February 15, 2014","NCI, Indigenous Communities, and Pastaza Government Collaborate to Conserve Amazon",https://www.natureandculture.org/nci-communities-pastaza-government-agree-to-conserve-amazon/
140,"February 1, 2014",Shuar Communities Conserve Rainforest and Increase Income,https://www.natureandculture.org/shuar-communities-conserve-rainforest-and-conserve-income/
141,"November 27, 2013",A Maijuna Family,https://www.natureandculture.org/a-maijuna-family/
142,"September 1, 2013",NCI Proposes Marine Protected Areas in Peru,https://www.natureandculture.org/marine-protected-areas-proposed/
143,"August 15, 2013",NCI and Indigenous Awajun Work Towards Creation of Reserve,https://www.natureandculture.org/awajun-work-towards-creation-of-a-private-community-reserve/
144,"June 15, 2013",NCI Helps Establish Samanga Community Reserve,https://www.natureandculture.org/protection-for-andean-cloud-forest/
145,"June 14, 2013",NCI Acts as Lead Catalyst for Cajas Biosphere Reserve,https://www.natureandculture.org/unesco-declares-the-cajas-biosphere-reserve/
146,"June 17, 2012",Ecuadorian Government Supports New Biosphere Reserve Alongside NCI,https://www.natureandculture.org/ecuador-biosphere-reserve/
147,"May 14, 2012",Photo of Last Jaguar in Amotapes Dry Forest?,https://www.natureandculture.org/last-jaguar/
148,"April 17, 2012",Ocelot photos a first in Podocarpus National Park,https://www.natureandculture.org/ocelot-photos/
149,"March 4, 2012",NCI Featured on The Huffington Post,https://www.natureandculture.org/nci-featured-on-huffington-post/
150,"February 17, 2012",NCI Founder Featured in SD Union-Tribune,https://www.natureandculture.org/union-tribune-profile/
151,"February 4, 2012","New declaration protects nearly 1,000,000 acres of Peruvian Amazon, home to threatened indigenous group",https://www.natureandculture.org/maijuna-reserve/
152,"October 26, 2011","New Regional Conservation Area Protects 69,000 Acres in Peru",https://www.natureandculture.org/salitral-huarmaca/
153,"August 12, 2011",Regional Protected Areas in Peru Conserve Millions of Acres,https://www.natureandculture.org/rcas-in-peru/
154,"May 22, 2011",Ecuador’s Government Backs Biosphere Reserve,https://www.natureandculture.org/government-backs-biosphere-reserve/
155,"May 7, 2011",30+ New Plant Species Discovered in Ecuador,https://www.natureandculture.org/dozens-of-new-plants-discovered/
156,"March 1, 2011",NCI Helps Expand Río Nea Municipal Reserve,https://www.natureandculture.org/rio-nea-municipal-reserve-expands/
157,"January 17, 2011","FORAGUA Water Fund Receives $500,000 for Reforestation",https://www.natureandculture.org/water-fund-to-receive-500000-for-reforestation/
158,"July 10, 2010",NCI Leads Creation of Peru’s First Private Watershed Conservation Area,https://www.natureandculture.org/nci-helps-create-perus-first-private-watershed-conservation-area/
159,"July 2, 2010","NCI’s Land Purchase Expands Cazaderos Reserve by 4,460 Acres",https://www.natureandculture.org/cazaderos-reserve-expands/
160,"May 17, 2010",Saving Peru’s Unique Grassland Paramos,https://www.natureandculture.org/saving-perus-grassland-paramos/
161,"May 8, 2010","Natura and NCI Conserve 7,500 Acres in Ecuador",https://www.natureandculture.org/natura-and-nci-conserve-7500-acres-in-ecuador/
162,"May 3, 2010",NCI Signs 5-year Cooperative Agreement with Loreto Regional Government in Peru,https://www.natureandculture.org/5-year-agreement-with-regional-government-in-peru/
163,"March 22, 2010",NCI Ranked Top Conservation Funder in Ecuador,https://www.natureandculture.org/nci-top-conservation-funder-in-ecuador/
164,"September 22, 2022","Arctic sea ice reached its annual minimum extent (lowest amount for the year) on Sept. 18, 2022, continuing a long-term downward trend.",/news/3213/2022-arctic-summer-sea-ice-tied-for-10th-lowest-on-record/
165,"August  9, 2022","New research on Antarctica, including the first map of iceberg calving, doubles the previous estimates of loss from ice shelves and details how the continent is changing.",/news/3206/nasa-studies-find-previously-unknown-loss-of-antarctic-ice/
166,"August  4, 2022",A new study uses data from the ECOSTRESS instrument aboard the space station to better understand why some parts of a wildfire burn more intensely than others.,/news/3205/nasa-data-on-plant-sweating-could-help-predict-wildfire-severity/
167,"August  2, 2022","The huge amount of water vapor hurled into the atmosphere, as detected by NASA’s Microwave Limb Sounder, could end up temporarily warming Earth’s surface.",/news/3204/tonga-eruption-blasted-unprecedented-amount-of-water-into-stratosphere/
168,"August  1, 2022","Newly installed on the space station, the instrument, called EMIT, will help answer questions about how mineral dust from Earth’s arid regions affects climate.",/news/3203/nasas-mineral-dust-detector-starts-gathering-data/
169,"July 22, 2022","The Surface Water and Ocean Topography mission will make measurements of over 95% of Earth’s lakes, rivers, and reservoirs.",/news/3202/us-european-satellite-will-make-worlds-first-global-freshwater-survey/
170,"July 21, 2022",A NASA-led study links bird migration timing to large-scale climate patterns originating thousands of miles away.,/news/3201/climate-patterns-thousands-of-miles-away-affect-us-bird-migration/
171,"July 13, 2022","Designed to analyze airborne dust to see how it might affect climate, the EMIT mission launches to the International Space Station on Thursday, July 14.",/news/3198/nasas-new-mineral-dust-detector-readies-for-launch/
172,"July  8, 2022","Riding aboard will be EMIT, a mission developed at JPL to identify the composition of airborne mineral dust from Earth’s arid regions and analyze its effects on climate.",/news/3197/nasa-highlights-climate-research-on-cargo-launch-sets-coverage/
173,"June 23, 2022","As global warming melts away Arctic sea ice, polar bears are scrambling to find ice on which to hunt. But Greenland’s fjords harbor a small but unique group of polar bears that rely on glacial ice.",/news/3196/subpopulation-of-greenland-polar-bears-found-by-nasa-funded-study/
174,"June 15, 2022",An instrument on the space station documented how built and natural surfaces responded to record heat in Las Vegas.,/news/3193/nasas-ecostress-sees-las-vegas-streets-turn-up-the-heat/
175,"June  9, 2022",NASA and the Federal Emergency Management Agency (FEMA) have released a guide that provides resources for adapting to and mitigating impacts of climate change.,/news/3192/nasa-fema-release-comprehensive-climate-action-guide/
176,"June  6, 2022","Called EMIT, the Earth Surface Mineral Dust Source Investigation will analyze dust carried through the atmosphere from dry regions to see what effects it has on the planet.",/news/3183/5-things-to-know-about-nasas-new-mineral-dust-detector/
177,"June  1, 2022","We've broken down everything you need to know about hurricanes, how scientists are using global climate models to predict storm intensity, and how climate change is having an impact.",/news/3184/a-force-of-nature-hurricanes-in-a-changing-climate/
178,"May 13, 2022","A NASA climate researcher has received the 2022 World Food Prize, comparable to a Nobel Prize for food and agriculture.",/news/3180/nasas-cynthia-rosenzweig-receives-2022-world-food-prize/
179,"May 12, 2022",The instrument aboard the space station documents blistering temperatures in urban areas around Delhi during the historic heat wave on the Indian subcontinent.,/news/3176/nasas-ecostress-detects-heat-islands-in-extreme-indian-heat-wave/
180,"May 11, 2022","The Surface Water and Ocean Topography mission will explore how the ocean absorbs atmospheric heat and carbon, moderating global temperatures and climate change.",/news/3175/international-satellite-to-track-impacts-of-small-ocean-currents/
181,"May  5, 2022","The Atmospheric Infrared Sounder helps researchers predict weather, analyze air pollution, monitor volcanoes, and track a changing climate. And there’s more.",/news/3173/from-weather-forecasting-to-climate-change-nasas-airs-builds-a-legacy/
182,"May  2, 2022","To help researchers model climate effects, the Earth Surface Mineral Dust Source Investigation mission will measure the composition of minerals that become airborne dust.",/news/3171/nasas-emit-will-map-tiny-dust-particles-to-study-big-climate-impacts/
183,"April 28, 2022","Inspired by how ants walk around their colonies, a NASA scientist is adding a new dimension to a satellite instrument that measures the height of Earth's ice sheets and sea ice.",/news/3170/nasa-scientist-discovers-new-means-to-measure-snow-depth-from-space/
184,"April 28, 2022","The JPL-managed NASA’s Global Climate Change and Solar System Exploration sites, along with JPL’s virtual tour, are among the winners.",/news/3166/nasa-wins-3-webby-awards-5-peoples-voice-awards-for-2022/
185,"April 26, 2022","To assess how climate warming will change risks such as crop failures and wildfires, it’s necessary to look at how the risks are likely to interact.",/news/3158/clusters-of-weather-extremes-will-increase-risks-to-corn-crops-society/
186,"April 18, 2022","Above Santa Barbara County, the Surface Biology and Geology High-Frequency Time Series, or SHIFT, campaign collects data to understand land and aquatic ecosystems.",/news/3157/california-field-campaign-is-helping-scientists-protect-diverse-ecosystems/
187,"April 18, 2022","Connect with NASA this Earth Day on April 22 by posting on social media an image of yourself, your pets, your favorite place, or even just text and tagging it with #NASAEarthling to show off what makes life on our planet truly special – you.",/news/3156/connect-with-nasa-on-social-media-this-earth-day/
188,"March 22, 2022","Arctic sea ice has likely reached its maximum extent for the year, continuing a  long-term downward trend.",/news/3155/arctic-sea-ice-maximum-at-tenth-lowest-in-satellite-record/
189,"March 22, 2022","Sentinel-6 Michael Freilich, the newest addition to a long line of ocean-monitoring satellites, becomes the reference satellite for sea level measurements.",/news/3154/international-sea-level-satellite-takes-over-from-predecessor/
190,"March  9, 2022","Scientists are turning to a combination of data collected from the air, land, and space to get a more complete picture of how climate change is affecting the planet’s frozen regions.",/news/3153/thawing-permafrost-could-leach-microbes-chemicals-into-environment/
191,"March  4, 2022",NASA satellite data illuminates a critical relationship between low humidity and the outbreak of flu in the U.S.,/news/3150/nasa-finds-each-state-has-its-own-climatic-threshold-for-flu-outbreaks/
192,"March  3, 2022",Scientists analyzed coastal water quality in the months following a major Southern California wildfire. Their results were eye-opening.,/news/3149/california-fire-led-to-spike-in-bacteria-cloudiness-in-coastal-waters/
193,"February 23, 2022","A prize competition is designed to engage underrepresented academic institutions in helping NASA make advancements in machine learning, AI, and developing of autonomous systems.",/news/3148/nasa-supports-research-to-advance-earth-science/
194,"February 15, 2022","NASA, NOAA, USGS, and other U.S. government agencies project that the rise in ocean height in the next 30 years could equal the total rise seen over the past 100 years.",/news/3146/sea-level-to-rise-up-to-a-foot-by-2050-interagency-report-finds/
